model	deposition_date	method	resolution	distance_mean	distance_median
1khdFH_A	2001-11-29	x-ray diffraction	1.86	1.5261970623528482	1.5268836332605247
1dszFH_A	2000-01-10	x-ray diffraction	1.7	1.5221259088230656	1.5223782172269122
2bwqFH_A	2005-07-15	x-ray diffraction	1.41	1.519449027309176	1.51881790411041
3fkrFH_B	2008-12-17	x-ray diffraction	1.8	1.5262689196248467	1.5273648475130663
2v9tFH_B	2007-08-25	x-ray diffraction	1.7	1.5298598049003809	1.5297012986418808
3f3qFH_A	2008-10-31	x-ray diffraction	1.76	1.5252350956821552	1.525763647028176
1sf9FH_A	2004-02-19	x-ray diffraction	1.71	1.5250442711649315	1.5258626150373242
2axqFH_A	2005-09-05	x-ray diffraction	1.7	1.5256336025954345	1.5253067658963564
3r4eFH_A	2011-03-17	x-ray diffraction	1.65	1.5249143355397257	1.5253401237900452
2abwFH_B	2005-07-17	x-ray diffraction	1.62	1.5203844857721363	1.5210562112767625
6rxnFH_A	1990-01-16	x-ray diffraction	1.5	1.5297555847816704	1.5301182796186807
3ce6FH_A	2008-02-28	x-ray diffraction	1.6	1.530716823606008	1.5295393481564603
3ia1FH_B	2009-07-13	x-ray diffraction	1.76	1.5269274378853144	1.527174959891703
2y3qFH_B	2010-12-22	x-ray diffraction	1.55	nan	1.5272929883631114
1c7jFH_A	2000-02-21	x-ray diffraction	1.6	1.524937173868431	1.525003709793197
1vl5FH_B	2004-07-09	x-ray diffraction	1.95	1.5224900825071297	1.5215370865003777
3m8oFH_H	2010-03-18	x-ray diffraction	1.55	1.5204806349196334	1.520195240687655
3lx3FH_A	2010-02-24	x-ray diffraction	1.55	1.522079950767061	1.5224104401805045
2pqxFH_A	2007-05-03	x-ray diffraction	1.42	1.5227647716650947	1.5233994507972417
2c42FH_B	2005-10-14	x-ray diffraction	1.78	1.5252481625114371	1.525574185151206
3mmzFH_C	2010-04-20	x-ray diffraction	1.84	1.528435509749724	1.528714628016182
2bayFH_E	2005-10-15	x-ray diffraction	1.5	1.521824325671709	1.52137175442746
1g6aFH_A	2000-11-03	x-ray diffraction	1.75	1.5255334313824367	1.5257023937142744
1xnkFH_A	2004-10-05	x-ray diffraction	1.55	1.5210410843373494	1.5217855125415851
3h0nFH_A	2009-04-09	x-ray diffraction	1.45	1.5245978635678343	1.525832983213431
1m8sFH_A	2002-07-25	x-ray diffraction	1.9	1.5247138844459265	1.525120567732286
2q73FH_C	2007-06-05	x-ray diffraction	1.8	1.5302803265198122	1.5308916967360817
1mo9FH_A	2002-09-08	x-ray diffraction	1.65	1.5235641990503057	1.5240896821161252
3oyyFH_B	2010-09-24	x-ray diffraction	1.75	1.525297908393243	1.5264616783533205
3mkcFH_A	2010-04-14	x-ray diffraction	1.77	1.523686061680272	1.5241562610125459
2v7kFH_A	2007-07-30	x-ray diffraction	1.7	1.5296816156680468	1.529560342639782
1gvzFH_A	2002-02-28	x-ray diffraction	1.42	1.5232912376454828	1.5233923192219014
1wu9FH_B	2004-12-02	x-ray diffraction	1.54	1.527350225109757	1.5275139780858142
3nisFH_B	2010-06-16	x-ray diffraction	1.68	1.5267638475363345	1.5268995960214415
3idwFH_A	2009-07-21	x-ray diffraction	1.85	1.5258714628652845	1.5270522342462862
3oq2FH_A	2010-09-02	x-ray diffraction	1.35	1.5244900710443858	1.525416855279223
1ojxFH_C	2003-07-16	x-ray diffraction	1.9	nan	1.5315965137310492
2odkFH_C	2006-12-22	x-ray diffraction	1.4	1.5271987854260025	1.5265028907129183
3elgFH_B	2008-09-22	x-ray diffraction	1.64	1.5190886675989066	1.5172166730167294
1zkpFH_B	2005-05-03	x-ray diffraction	1.5	1.5247173539131813	1.5245766057407726
3akhFH_A	2010-07-14	x-ray diffraction	1.7	1.5256175161512513	1.5258957567169686
3bhwFH_B	2007-11-29	x-ray diffraction	1.5	1.5285433420203522	1.527981230560484
1vkbFH_A	2004-05-07	x-ray diffraction	1.9	nan	1.526985260711894
2bo9FH_C	2005-04-08	x-ray diffraction	1.6	1.5241155109133362	1.5246266020523813
2pjzFH_A	2007-04-17	x-ray diffraction	1.9	1.5263940500213524	1.5271369427012327
1t6tFH_1	2004-05-07	x-ray diffraction	1.8	1.525065742607211	1.5251112277916525
3pdeFH_A	2010-10-22	x-ray diffraction	1.75	1.5285377933020523	1.528661711392715
1yd3FH_A	2004-12-23	x-ray diffraction	1.6	1.54093338469597	1.5398421763056616
2w0pFH_B	2008-08-20	x-ray diffraction	1.9	1.5293942056003438	1.5306906792703274
2p0aFH_B	2007-02-28	x-ray diffraction	1.9	1.5279802460745622	1.5280251025597131
1qhfFH_A	1999-05-13	x-ray diffraction	1.7	1.5235040115310186	1.52252440447446
3o12FH_A	2010-07-20	x-ray diffraction	1.5	1.5211329676549046	1.520873749659978
1kafFH_A	2001-11-01	x-ray diffraction	1.6	1.5226401954419284	1.5233593483585266
2xdgFH_A	2010-04-30	x-ray diffraction	1.95	1.5301085923879012	1.5294786953256057
3gneFH_A	2009-03-17	x-ray diffraction	1.2	1.5193402326433934	1.5198675215711743
3k3tFH_A	2009-10-04	x-ray diffraction	1.75	1.527136202475059	1.5277708459042811
3bwuFH_F	2008-01-10	x-ray diffraction	1.76	1.5222684802816666	1.5229856459200999
2glzFH_B	2006-04-05	x-ray diffraction	1.45	1.5244105244562427	1.5243234745418537
2vw8FH_A	2008-06-17	x-ray diffraction	1.45	nan	1.5241384130237137
1lm6FH_A	2002-04-30	x-ray diffraction	1.75	1.5204726738326908	1.5210951386468374
3ec3FH_B	2008-08-28	x-ray diffraction	1.92	1.5279541816778852	1.5273856194327418
1iqqFH_A	2001-07-25	x-ray diffraction	1.5	1.5237245022586436	1.5247741904296364
3ddsFH_B	2008-06-06	x-ray diffraction	1.8	1.5293456306154374	1.5298128267951712
2hazFH_A	2006-06-13	x-ray diffraction	1.7	1.5266972876516907	1.5278126787996087
3gmiFH_A	2009-03-13	x-ray diffraction	1.91	1.5266687315916092	1.5266150538805299
3eljFH_A	2008-09-22	x-ray diffraction	1.8	1.5277238113286242	1.5283529538764684
2hboFH_A	2006-06-14	x-ray diffraction	1.85	1.5230191407866192	1.5230977992286576
2guiFH_A	2006-04-30	x-ray diffraction	1.6	1.5200987344508399	1.5209556047307855
2iw0FH_A	2006-06-23	x-ray diffraction	1.81	1.5284774709214028	1.5279563070453408
3erjFH_A	2008-10-02	x-ray diffraction	1.8	1.5237575740009368	1.5239904899845795
1s7kFH_A	2004-01-29	x-ray diffraction	1.8	1.5260709703619908	1.5270268301979157
2nw2FH_B	2006-11-14	x-ray diffraction	1.4	1.5223130539048617	1.5221449402660023
3baaFH_A	2007-11-07	x-ray diffraction	1.9	1.5256280645517966	1.526019332442436
3llvFH_A	2010-01-29	x-ray diffraction	1.7	1.5264174298919153	1.5280880969675699
1w53FH_A	2004-08-05	x-ray diffraction	1.6	1.5270112414148989	1.5279035807485934
1zr0FH_D	2005-05-18	x-ray diffraction	1.8	1.524786961100441	1.5257007494883794
3njeFH_B	2010-06-17	x-ray diffraction	1.85	1.5254903533511186	1.5252180137984084
2gdqFH_B	2006-03-16	x-ray diffraction	1.8	1.5306077131507685	1.5301111758468273
1qwrFH_A	2003-09-03	x-ray diffraction	1.8	1.5233645345645321	1.5220705163728905
2vkvFH_A	2008-01-02	x-ray diffraction	1.74	1.5278587768212237	1.5273073941311373
2fb6FH_A	2005-12-08	x-ray diffraction	1.46	1.5238975743399539	1.5239984974942522
2v6aFH_O	2007-07-14	x-ray diffraction	1.5	1.5264202616472815	1.5275204846306198
1v8cFH_C	2004-01-05	x-ray diffraction	1.6	1.5236169329022047	1.5240403003024803
2x5xFH_A	2010-02-11	x-ray diffraction	1.2	1.5221004813096999	1.5209272284896893
2rdmFH_A	2007-09-24	x-ray diffraction	1.76	1.5254608230527738	1.5264059160515893
3pb6FH_X	2010-10-20	x-ray diffraction	1.05	1.5172226777220272	1.5155642438112729
3emrFH_A	2008-09-25	x-ray diffraction	1.85	1.522597168763415	1.5225634971925035
2qzqFH_A	2007-08-17	x-ray diffraction	1.9	1.5252470596682808	1.5261114425267208
2f9sFH_B	2005-12-06	x-ray diffraction	1.4	1.5237936289758252	1.5237195072468583
1vhcFH_F	2003-12-01	x-ray diffraction	1.89	1.5227217064359018	1.523107398836802
2ww5FH_A	2009-10-21	x-ray diffraction	1.61	1.5258950849772577	1.5254418656310684
2uy2FH_A	2007-04-02	x-ray diffraction	1.6	1.526210057908901	1.526609431413088
3fi9FH_B	2008-12-11	x-ray diffraction	1.9	1.5264453400090485	1.5262419422007576
3nyyFH_A	2010-07-15	x-ray diffraction	1.6	1.5243856614676303	1.5237344337916772
1zelFH_B	2005-04-19	x-ray diffraction	1.93	1.527078897008691	1.527015699984172
2wpvFH_E	2009-08-11	x-ray diffraction	1.99	1.5255418707592125	1.5256271437650957
3jtmFH_A	2009-09-13	x-ray diffraction	1.3	1.5260258566904352	1.526471307249401
3nx3FH_A	2010-07-12	x-ray diffraction	1.8	1.5251990271415827	1.525575573856038
3kdjFH_B	2009-10-23	x-ray diffraction	1.88	1.5253764993744852	1.5252388600993063
1o8sFH_A	2002-11-28	x-ray diffraction	1.15	nan	1.5172004974350353
2ywiFH_B	2007-04-20	x-ray diffraction	1.6	1.5248293712069307	1.5252625932300186
1pxvFH_B	2003-07-07	x-ray diffraction	1.8	1.522020532109579	1.5225683298223784
1qvzFH_B	2003-08-29	x-ray diffraction	1.85	1.5242089898459028	1.524682464021947
2c81FH_A	2005-11-30	x-ray diffraction	1.7	nan	1.5251883733766256
3lijFH_A	2010-01-25	x-ray diffraction	1.9	1.530235265739935	1.5310072236792425
3km5FH_B	2009-11-09	x-ray diffraction	1.4	1.5218364343839088	1.5215303742050967
1zkoFH_B	2005-05-03	x-ray diffraction	1.65	1.5242957306674414	1.524856961256026
3lcmFH_A	2010-01-11	x-ray diffraction	1.8	1.5278090190559857	1.528164250300883
2bmoFH_B	2005-03-15	x-ray diffraction	1.2	1.5232327194738204	1.5230894265891237
3d32FH_A	2008-05-09	x-ray diffraction	1.3	1.5261738417546313	1.526519878215887
3claFH_A	1990-07-09	x-ray diffraction	1.75	1.531297104515438	1.5306679889101495
1kgdFH_A	2001-11-26	x-ray diffraction	1.31	1.5239494763220718	1.5243783215511029
2etbFH_A	2005-10-27	x-ray diffraction	1.65	1.5356922225254253	1.5349973757668316
1z8gFH_A	2005-03-30	x-ray diffraction	1.55	1.5234005474984849	1.5235194116598212
2h88FH_D	2006-06-06	x-ray diffraction	1.74	1.530045565086808	1.5295915644394533
1hdhFH_A	2000-11-16	x-ray diffraction	1.3	1.5215274333921234	1.5212270952558806
2agkFH_A	2005-07-27	x-ray diffraction	1.3	1.525352392226734	1.5258691385957892
3mzvFH_B	2010-05-13	x-ray diffraction	1.9	1.5303339181696252	1.531248097540891
2pwyFH_A	2007-05-14	x-ray diffraction	1.7	1.525577255918874	1.5252632291954942
2ywnFH_A	2007-04-20	x-ray diffraction	1.6	1.5238919548368854	1.5242534081269312
1pj5FH_A	2003-06-01	x-ray diffraction	1.61	1.5269135471537567	1.5271066553769845
3a2vFH_I	2009-06-04	x-ray diffraction	1.65	1.5268517394220391	1.5268520877491607
1e5pFH_A	2000-07-28	x-ray diffraction	1.63	1.525902662879103	1.5259504725820752
1g2qFH_A	2000-10-20	x-ray diffraction	1.5	1.5244692512350393	1.5249452029660335
1uehFH_A	2003-05-15	x-ray diffraction	1.73	1.5259758239343555	1.5248911925418578
3chmFH_A	2008-03-10	x-ray diffraction	1.5	1.5264649415982672	1.5263308609933912
3fcpFH_D	2008-11-22	x-ray diffraction	1.8	1.5254109584037014	1.5253667342488777
1m6iFH_A	2002-07-16	x-ray diffraction	1.8	1.5258868273046169	1.5260394859508182
3nftFH_A	2010-06-10	x-ray diffraction	1.51	1.5260895571414568	1.5265205349852362
2yw3FH_A	2007-04-19	x-ray diffraction	1.67	1.5254963494521174	1.525371700608229
3nj2FH_A	2010-06-16	x-ray diffraction	1.59	1.5252213767472225	1.5261733254533894
3a7iFH_A	2009-09-26	x-ray diffraction	1.45	1.5231161681114036	1.5215073252046245
3ichFH_A	2009-07-17	x-ray diffraction	1.2	1.524142561011506	1.5248949455620746
3glrFH_A	2009-03-12	x-ray diffraction	1.8	1.528025552969641	1.5280542832574062
2ijqFH_A	2006-09-30	x-ray diffraction	1.88	1.5251058761728185	1.5263930891480215
1qq7FH_B	1999-06-11	x-ray diffraction	1.7	1.5266131049523324	1.5268351257530521
3hjzFH_A	2009-05-22	x-ray diffraction	1.9	1.5311476883646071	1.5312440196690924
1jltFH_A	2001-07-16	x-ray diffraction	1.4	1.5230995748566185	1.5237871136834384
3r3sFH_C	2011-03-16	x-ray diffraction	1.25	1.5255581411893584	1.5256463041332942
3jsyFH_B	2009-09-11	x-ray diffraction	1.6	1.5245378085901804	1.5250477665684006
1o7zFH_B	2002-11-20	x-ray diffraction	1.92	nan	1.5228263798574806
2rc8FH_B	2007-09-19	x-ray diffraction	1.45	1.5218303948954097	1.521711365983241
2od0FH_B	2006-12-21	x-ray diffraction	1.95	1.5255322052670814	1.526089073885075
3dpgFH_B	2008-07-08	x-ray diffraction	1.91	1.5251551465100952	1.5256605242189702
3h34FH_A	2009-04-15	x-ray diffraction	1.6	1.5232799317122268	1.524094526563811
3hi7FH_B	2009-05-19	x-ray diffraction	1.8	1.5259958928430706	1.5261417364940124
1ohpFH_B	2003-05-29	x-ray diffraction	1.53	1.5231100688534365	1.5234312001985681
3njnFH_C	2010-06-17	x-ray diffraction	1.25	1.5183360892633224	1.518080755272957
3dhiFH_B	2008-06-17	x-ray diffraction	1.68	1.529752212379055	1.5299882680688568
1u2hFH_A	2004-07-19	x-ray diffraction	0.96	1.5236867042382694	1.525413847046729
1kczFH_B	2001-11-12	x-ray diffraction	1.9	1.524833440040402	1.5253136495893296
2zscFH_B	2008-09-05	x-ray diffraction	1.3	1.5219164533788339	1.5225259393884538
2bsjFH_A	2005-05-21	x-ray diffraction	1.83	1.5265302822337308	1.525091564401805
3hefFH_B	2009-05-08	x-ray diffraction	1.65	1.5247898517086382	1.5243847627005405
3cryFH_A	2008-04-08	x-ray diffraction	1.7	1.529491720397255	1.5296596364165589
3lxyFH_A	2010-02-25	x-ray diffraction	1.7	1.525938974662019	1.5273584068294905
2d37FH_A	2005-09-26	x-ray diffraction	1.7	1.5203837419566129	1.5209760374886545
2vnzFH_X	2008-02-08	x-ray diffraction	1.3	1.5261674720623115	1.5267736768401838
1usoFH_A	2003-11-27	x-ray diffraction	1.3	nan	1.5246977573306943
1tx2FH_A	2004-07-01	x-ray diffraction	1.83	1.5259696455734886	1.5272501587889864
2tnfFH_B	1998-10-12	x-ray diffraction	1.4	1.525185817532383	1.5248061925007774
3gp4FH_B	2009-03-20	x-ray diffraction	1.85	1.5307228434296363	1.5309124368115419
1b4fFH_B	1998-12-20	x-ray diffraction	1.95	1.5254666203695202	1.525777057336433
3ag3FH_E	2010-03-19	x-ray diffraction	1.8	1.534626574984931	1.5344314283717244
1o8bFH_B	2002-11-26	x-ray diffraction	1.25	1.5219682200540896	1.5223494372980084
3ndaFH_A	2010-06-07	x-ray diffraction	1.8	1.5258617584109702	1.5261640632219946
1y1pFH_A	2004-11-19	x-ray diffraction	1.6	1.524449294273011	1.525350412725987
3kolFH_A	2009-11-13	x-ray diffraction	1.9	1.5242904689338928	1.52425647149024
3m9qFH_B	2010-03-22	x-ray diffraction	1.29	1.517506133830257	1.517554540755173
1gesFH_B	1994-01-18	x-ray diffraction	1.74	1.5218826947727853	1.5225253426088152
2rbbFH_A	2007-09-18	x-ray diffraction	1.82	1.5247266777967288	1.524794829947977
3hpcFH_X	2009-06-03	x-ray diffraction	1.47	1.5277668266413125	1.5283016559380331
3fxqFH_A	2009-01-21	x-ray diffraction	1.85	1.528158619673367	1.5285019202359442
3cl5FH_A	2008-03-18	x-ray diffraction	1.8	1.5210983950426493	1.5211624361285432
3a9zFH_A	2009-11-09	x-ray diffraction	1.55	1.5276235097465853	1.5290191271977043
1nwzFH_A	2003-02-07	x-ray diffraction	0.82	1.5187733040918285	1.5174006462394578
1lqtFH_A	2002-05-13	x-ray diffraction	1.05	1.5201086747986308	1.5205634539461377
1zd0FH_A	2005-04-13	x-ray diffraction	1.7	1.5274149382271824	1.5281587156405894
3cz1FH_B	2008-04-27	x-ray diffraction	1.5	1.525274310569399	1.5252605272230109
1q7lFH_A	2003-08-19	x-ray diffraction	1.4	1.5269831745200335	1.5262307006583513
1gweFH_A	2002-03-15	x-ray diffraction	0.88	1.5294240933426186	1.5298033484916285
2dokFH_A	2006-05-01	x-ray diffraction	1.8	1.5280684196871355	1.5273276762125167
1gvnFH_D	2002-02-19	x-ray diffraction	1.95	nan	1.5250694709968575
2g0wFH_A	2006-02-13	x-ray diffraction	1.7	1.5258109350817954	1.5249179313266024
2oh5FH_A	2007-01-09	x-ray diffraction	1.98	1.5250808351563936	1.5255266282137665
1le6FH_A	2002-04-09	x-ray diffraction	1.97	1.5248075601805302	1.5250767124513271
3ef8FH_A	2008-09-08	x-ray diffraction	1.5	1.5182814154576787	1.519297884811411
3c9hFH_B	2008-02-15	x-ray diffraction	1.9	1.5279456128727267	1.5273023179228966
3lpeFH_G	2010-02-05	x-ray diffraction	1.9	1.5250146183948448	1.526158059602034
2yxnFH_A	2007-04-26	x-ray diffraction	1.8	1.5274611303760603	1.5260710108889204
2x3hFH_C	2010-02-04	x-ray diffraction	1.6	1.5239402931338317	1.5238801478269595
3hx3FH_A	2009-06-19	x-ray diffraction	1.69	1.5253595244392648	1.5255309030909319
3kyjFH_B	2009-12-06	x-ray diffraction	1.4	1.5239700010984536	1.5241107854451166
3bf7FH_B	2007-11-21	x-ray diffraction	1.1	1.5246309375684177	1.5252140531925065
1xv5FH_A	2004-10-27	x-ray diffraction	1.73	1.5245102993130508	1.5248004064232088
2x9gFH_A	2010-03-18	x-ray diffraction	1.1	1.5212587770187773	1.5214032793315189
3myuFH_B	2010-05-11	x-ray diffraction	1.95	1.52577546261183	1.5257284482727242
3fpzFH_B	2009-01-06	x-ray diffraction	1.82	1.5323973593320561	1.5325945290379044
2aexFH_A	2005-07-24	x-ray diffraction	1.58	1.5233108104058415	1.5243361494571324
3f75FH_A	2008-11-07	x-ray diffraction	1.99	1.526380107962627	1.5267171590887934
2vebFH_A	2007-10-18	x-ray diffraction	1.3	1.5270838009101857	1.5268740335392705
1uwwFH_A	2004-02-12	x-ray diffraction	1.4	1.5228447402356102	1.5223516091483575
2od4FH_A	2006-12-21	x-ray diffraction	1.7	1.521443111498808	1.5231785511122684
1wkyFH_A	2004-06-15	x-ray diffraction	1.65	1.5239445502232007	1.5245116368226705
1yb5FH_A	2004-12-20	x-ray diffraction	1.85	1.5319463768147028	1.5313185159133962
2gz4FH_A	2006-05-10	x-ray diffraction	1.5	1.5263235213691582	1.5261295893062352
3h3lFH_B	2009-04-16	x-ray diffraction	1.59	1.5227775970257056	1.5221913021110263
3kl6FH_B	2009-11-06	x-ray diffraction	1.45	1.524735330427019	1.5235063256610606
2v2fFH_F	2007-06-05	x-ray diffraction	1.9	nan	1.524836353034345
1i3cFH_B	2001-02-14	x-ray diffraction	1.9	1.5258056741617905	1.5257359964633428
1ofsFH_D	2003-04-19	x-ray diffraction	1.8	1.519571156563657	1.5189253386237662
1hpgFH_A	1993-04-28	x-ray diffraction	1.5	1.5241213967784815	1.5247610443786264
1xd3FH_C	2004-09-03	x-ray diffraction	1.45	1.5236473435045914	1.5241858976178644
1wlgFH_B	2004-06-25	x-ray diffraction	1.8	1.5242276599150548	1.523350914022074
2jfgFH_A	2007-02-01	x-ray diffraction	1.52	nan	1.527670802814583
2g64FH_A	2006-02-24	x-ray diffraction	1.8	1.5292144641669239	1.5288617601652557
1e6bFH_A	2000-08-10	x-ray diffraction	1.65	1.5237712677888346	1.5235648777447366
2h3lFH_A	2006-05-22	x-ray diffraction	1.0	1.5223968830842407	1.5219737250158007
3l7oFH_A	2009-12-29	x-ray diffraction	1.7	1.5316796813149538	1.533971651364903
3l9aFH_X	2010-01-04	x-ray diffraction	1.3	1.5250093994010565	1.524841717487414
3myxFH_A	2010-05-11	x-ray diffraction	1.3	1.5225833578041714	1.5228277270697854
3jzyFH_A	2009-09-24	x-ray diffraction	1.56	1.5227241315719569	1.5222182516735157
3ll5FH_B	2010-01-28	x-ray diffraction	1.99	1.5298341723305742	1.5300332400563406
2jc4FH_A	2006-12-19	x-ray diffraction	1.9	1.5289043153206627	1.5292791083035677
3nokFH_A	2010-06-25	x-ray diffraction	1.65	1.5244854905034486	1.524758999586311
3bi1FH_A	2007-11-29	x-ray diffraction	1.5	1.5266922482843663	1.527117128029413
1vj2FH_A	2003-12-03	x-ray diffraction	1.65	1.5230262427381347	1.522661173440809
1dw0FH_B	2000-01-24	x-ray diffraction	1.82	1.5236836513619703	1.5229683641622853
2isaFH_H	2006-10-17	x-ray diffraction	1.97	1.5295540439602704	1.529292381880568
3ka4FH_A	2009-10-18	x-ray diffraction	1.4	1.5244368403015167	1.525305277007738
2wjnFH_M	2009-05-27	x-ray diffraction	1.86	1.5272282312131311	1.528149058696487
3l46FH_A	2009-12-18	x-ray diffraction	1.48	1.5254950451754152	1.5254694834347529
3b5gFH_B	2007-10-25	x-ray diffraction	1.9	1.5239620494154353	1.5240528676634506
1jvbFH_A	2001-08-29	x-ray diffraction	1.85	1.5267352527068527	1.5267460603788154
2o2kFH_A	2006-11-30	x-ray diffraction	1.6	1.525975217353879	1.5267406600540037
1jqeFH_A	2001-08-06	x-ray diffraction	1.91	1.5240562173075956	1.524165570116034
3ib7FH_A	2009-07-15	x-ray diffraction	1.6	1.5265908348024166	1.5269872834014258
3fxzFH_A	2009-01-21	x-ray diffraction	1.64	1.5272438045636838	1.526815440010909
2q8kFH_A	2007-06-11	x-ray diffraction	1.6	1.5274343467413323	1.5275914007159628
3a9jFH_A	2009-10-29	x-ray diffraction	1.18	1.5200444026105906	1.5201565061102587
3q7cFH_A	2011-01-04	x-ray diffraction	1.5	1.5230813650229904	1.5239821738211239
1p5gFH_X	2003-04-26	x-ray diffraction	1.61	1.5255117838103234	1.526226044804099
3fpfFH_A	2009-01-05	x-ray diffraction	1.66	1.527931707465796	1.5279390943996862
1uwzFH_A	2004-02-18	x-ray diffraction	1.99	1.5246893001526276	1.5246678228061885
3pfoFH_A	2010-10-28	x-ray diffraction	1.9	1.527718372646281	1.5284196983664367
2v40FH_A	2007-06-27	x-ray diffraction	1.9	1.5288432565615133	1.5290850678184644
1zjcFH_A	2005-04-28	x-ray diffraction	1.8	1.5274959602538538	1.527463227206965
2gtrFH_A	2006-04-28	x-ray diffraction	1.9	1.5330093082172502	1.5332391006366937
3cwvFH_A	2008-04-22	x-ray diffraction	1.95	1.5267178899074554	1.5262329847987586
1fd3FH_A	2000-07-19	x-ray diffraction	1.35	1.5247111129316198	1.5254331829252286
2h4pFH_A	2006-05-24	x-ray diffraction	1.7	1.526995309449358	1.5272050221847224
3k6vFH_A	2009-10-09	x-ray diffraction	1.69	1.5273584773125872	1.5275633061691405
1b25FH_D	1998-12-04	x-ray diffraction	1.85	1.527557761655424	1.5275487643299794
2c61FH_A	2005-11-06	x-ray diffraction	1.5	nan	1.5288391314376018
3i36FH_A	2009-06-30	x-ray diffraction	1.84	1.5176268831765711	1.5180422214332139
2rb7FH_B	2007-09-18	x-ray diffraction	1.6	1.5260622989923327	1.5261760274889047
2v8fFH_B	2007-08-07	x-ray diffraction	1.1	1.5190102285369442	1.5199506179369684
3ojsFH_A	2010-08-23	x-ray diffraction	1.9	1.525348146841002	1.5252969097642664
3nrfFH_A	2010-06-30	x-ray diffraction	1.5	1.5218463149303012	1.5200343610605136
1kyhFH_A	2002-02-04	x-ray diffraction	1.6	1.5242661866114147	1.5250801782812404
2fbdFH_A	2005-12-09	x-ray diffraction	1.9	1.52197049172713	1.5231404682401948
1n0qFH_B	2002-10-14	x-ray diffraction	1.26	1.5246382273028771	1.5242145835216696
2bezFH_C	2004-12-02	x-ray diffraction	1.6	1.5279317888884012	1.5280437042222608
3h3hFH_B	2009-04-16	x-ray diffraction	1.6	1.5183870331731923	1.5186127593399659
